hapid	haplength	total_reads	total_samples	strain	refid_3D7	snv_dist_from_3D7	indel_dist_from_3D7	refid_DD2	snv_dist_from_DD2	indel_dist_from_DD2	snv_filter	indel_filter	bimera
ASV254	249	980	24	3D7	PF3D7_0809400	0	0	PF3D7_0809400	1	0	PASS	PASS	FALSE
ASV255	254	977	9	DD2	PF3D7_1340400	1	0	PF3D7_1340400	0	0	PASS	PASS	FALSE
ASV256	303	876	48	N	P38	2	0	P38	4	0	PASS	FAIL	FALSE
ASV257	263	847	20	DD2	PF3D7_1302700	2	0	PF3D7_1302700	0	0	PASS	FAIL	FALSE
ASV258	291	791	19	3D7	PF3D7_1126100_1	0	0	PF3D7_1126100_1	2	0	PASS	PASS	FALSE
ASV259	245	786	66	3D7	PF3D7_1332900	0	0	PF3D7_0311900	103	10	PASS	FAIL	FALSE
ASV260	296	682	65	N	PF3D7_1333200	1	0	PF3D7_1322200	102	6	PASS	FAIL	FALSE
ASV261	298	675	33	N	PF3D7_0103600	14	0	PF3D7_1465800	97	10	PASS	PASS	FALSE
ASV262	288	667	27	N	CSP	7	0	CSP	3	0	PASS	PASS	FALSE
ASV263	257	608	27	N	PF3D7_1409700	4	0	PF3D7_1409700	3	0	PASS	FAIL	FALSE
ASV264	288	581	46	N	PF3D7_0711500	2	0	PF3D7_0711500	1	0	PASS	FAIL	FALSE
ASV265	239	537	24	DD2	PF3D7_1250100	1	0	PF3D7_1250100	0	0	PASS	FAIL	FALSE
ASV266	236	506	4	N	PF3D7_1407800	1	0	PfSERA3	112	3	PASS	PASS	FALSE
ASV267	254	448	3	N	PF3D7_1340400	2	0	PF3D7_1340400	1	0	PASS	PASS	FALSE
ASV268	291	421	15	3D7	PF3D7_1126100_1	0	0	PF3D7_1126100_1	2	0	PASS	FAIL	FALSE
ASV269	320	387	2	N	TRAP	4	0	TRAP	3	0	PASS	PASS	FALSE
ASV270	298	386	24	N	PF3D7_0103600	13	0	PF3D7_1035100	104	12	PASS	PASS	FALSE
ASV271	294	363	13	N	PF3D7_1466800	1	0	PF3D7_1465800	106	8	PASS	PASS	FALSE
ASV272	307	307	10	N	PF3D7_0217200	2	0	PF3D7_0217200	-12	12	PASS	PASS	FALSE
ASV273	288	306	20	N	CSP	7	0	CSP	2	0	PASS	PASS	FALSE
ASV274	267	298	2	N	PF3D7_1145400	1	0	PF3D7_1352900	122	6	PASS	PASS	FALSE
ASV275	296	273	1	N	PSOP24	1	0	PF3D7_0217200	118	3	PASS	PASS	FALSE
ASV276	258	272	13	N	PF3D7_0508900	1	0	PF3D7_0508900	1	0	PASS	FAIL	FALSE
ASV277	286	254	4	N	PF3D7_1035100	5	0	PF3D7_1035100	2	0	PASS	PASS	FALSE
ASV278	234	254	3	N	PF3D7_1455300	2	0	PF3D7_1455300	1	0	PASS	FAIL	FALSE
ASV279	303	201	9	N	P38	3	0	P38	3	0	PASS	FAIL	FALSE
ASV280	267	200	1	3D7	PF3D7_1145400	0	0	PF3D7_1352900	123	6	PASS	FAIL	FALSE
ASV281	254	186	21	N	PF3D7_1340400	108	2	PF3D7_1340400	108	2	FAIL	PASS	FALSE
ASV282	235	182	2	3D7	PF3D7_0501800	0	0	PfDHPS_1	98	9	PASS	PASS	TRUE
ASV283	239	180	8	3D7	PF3D7_1250100	0	0	PF3D7_1250100	1	0	PASS	PASS	FALSE
ASV284	240	175	1	N	PF3D7_0806200	1	0	PF3D7_0806200	2	0	PASS	PASS	FALSE
ASV285	234	168	17	N	PF3D7_1320700	2	0	PF3D7_1320700	2	0	PASS	PASS	FALSE
ASV286	259	163	1	N	PfSERA2_1	5	0	PfSERA2_1	2	0	PASS	PASS	FALSE
ASV287	286	157	2	N	PF3D7_1035100	4	0	PF3D7_1035100	3	0	PASS	PASS	FALSE
ASV288	320	157	1	N	TRAP	4	0	TRAP	3	0	PASS	FAIL	FALSE
ASV289	239	150	12	DD2	PF3D7_1250100	1	0	PF3D7_1250100	0	0	PASS	FAIL	FALSE
ASV290	263	148	5	DD2	PF3D7_1302700	2	0	PF3D7_1302700	0	0	PASS	PASS	FALSE
ASV291	288	145	10	N	PF3D7_0711500	7	0	PF3D7_0711500	6	0	PASS	PASS	FALSE
ASV292	251	132	1	N	PF3D7_0827100	2	0	PF3D7_0827100	4	0	PASS	FAIL	FALSE
ASV293	307	127	13	N	PF3D7_0217200	6	0	PF3D7_0217200	-5	12	PASS	FAIL	FALSE
ASV294	294	127	9	N	PF3D7_1466800	1	0	PF3D7_1465800	105	8	PASS	PASS	FALSE
ASV295	288	121	8	N	CSP	8	0	CSP	3	0	PASS	PASS	FALSE
ASV296	263	119	3	N	PF3D7_1302700	1	0	PF3D7_1302700	1	0	PASS	PASS	FALSE
ASV297	259	112	1	N	PfSERA2_1	6	0	PfSERA2_1	3	0	PASS	PASS	FALSE
ASV298	261	102	1	3D7	PF3D7_0503200	0	0	PF3D7_0503200	2	0	PASS	PASS	FALSE
ASV299	255	98	12	N	PF3D7_0311900	5	0	PF3D7_0311900	4	0	PASS	PASS	FALSE
ASV300	263	98	1	N	PF3D7_1302700	2	0	PF3D7_1302700	2	0	PASS	PASS	FALSE
ASV301	234	94	10	N	PF3D7_1320700	2	0	PF3D7_1320700	2	0	PASS	FAIL	FALSE
ASV302	298	89	7	N	PF3D7_0103600	2	0	PF3D7_1465800	98	10	PASS	FAIL	FALSE
ASV303	286	82	2	N	PF3D7_1035100	6	0	PF3D7_1035100	3	0	PASS	PASS	FALSE
ASV304	235	73	2	N	PF3D7_0501800	3	0	PfDHPS_1	99	9	PASS	FAIL	TRUE
ASV305	259	68	1	N	PfSERA2_1	6	0	PfSERA2_1	3	0	PASS	PASS	FALSE
ASV306	247	64	1	DD2	PF3D7_1429500	1	0	PF3D7_1429500	0	0	PASS	PASS	FALSE
ASV307	258	63	2	N	PF3D7_0508900	2	0	PF3D7_0508900	2	0	PASS	PASS	FALSE
ASV308	240	63	1	N	PF3D7_0806200	4	0	PF3D7_0806200	1	0	PASS	PASS	FALSE
ASV309	320	48	1	N	TRAP	5	0	TRAP	2	0	PASS	FAIL	FALSE
ASV310	263	47	2	N	PF3D7_1302700	2	0	PF3D7_1302700	2	0	PASS	FAIL	FALSE
ASV311	240	46	1	DD2	PF3D7_0806200	3	0	PF3D7_0806200	0	0	PASS	PASS	FALSE
ASV312	320	45	1	N	TRAP	5	0	TRAP	2	0	PASS	FAIL	FALSE
ASV313	261	43	1	N	PF10_0119	1	0	PF3D7_0503200	104	0	PASS	FAIL	FALSE
ASV314	254	43	1	N	PF3D7_1340400	2	0	PF3D7_1340400	1	0	PASS	PASS	FALSE
ASV315	234	39	5	N	PF3D7_1320700	3	0	PF3D7_1320700	3	0	PASS	PASS	FALSE
ASV316	303	38	3	N	P38	2	0	P38	4	0	PASS	FAIL	FALSE
ASV317	276	37	1	N	PF3D7_1353100	3	0	PF3D7_1353100	2	0	PASS	PASS	FALSE
ASV318	274	35	1	N	MSP10	1	0	MSP10	2	0	PASS	PASS	FALSE
ASV319	249	33	1	N	PF3D7_0809400	2	0	PF3D7_0809400	1	0	PASS	PASS	FALSE
ASV320	234	33	2	N	PF3D7_1320700	1	0	PF3D7_1320700	3	0	PASS	PASS	FALSE
ASV321	234	31	2	N	PF3D7_1250400	1	0	PF3D7_1320700	100	2	PASS	PASS	FALSE
ASV322	276	31	1	N	PF3D7_0525100	1	0	PF3D7_0525100	1	0	PASS	FAIL	FALSE
ASV323	288	30	4	N	PF3D7_0711500	3	0	PF3D7_0711500	2	0	PASS	PASS	FALSE
ASV324	235	28	1	N	PF3D7_0501800	3	0	PfDHPS_1	99	9	PASS	FAIL	FALSE
ASV325	244	28	1	3D7	PF3D7_0935400	0	0	PF3D7_0935400	2	0	PASS	PASS	FALSE
ASV326	235	27	1	N	PF3D7_0501800	2	0	PfDHPS_1	99	9	PASS	PASS	FALSE
ASV327	286	25	1	N	PF3D7_0211700	1	0	PF3D7_0211700	-27	30	PASS	FAIL	FALSE
ASV328	279	24	2	N	PF3D7_1354200	0	2	PF3D7_1465800	111	9	PASS	PASS	FALSE
ASV329	254	24	2	N	PF3D7_1340400	107	2	PF3D7_1340400	107	2	FAIL	PASS	FALSE
ASV330	234	23	3	N	PF3D7_1320700	1	0	PF3D7_1320700	3	0	PASS	PASS	FALSE
ASV331	255	22	4	N	PF3D7_0311900	3	0	PF3D7_0311900	6	0	PASS	PASS	FALSE
ASV332	290	22	6	N	PF3D7_1322200	2	0	PF3D7_1322200	2	0	PASS	FAIL	FALSE
ASV333	303	22	1	N	P38	4	0	P38	4	0	PASS	PASS	FALSE
ASV334	259	22	1	DD2	PfSERA2_1	3	0	PfSERA2_1	0	0	PASS	FAIL	TRUE
ASV335	156	21	1	N	PF3D7_1302900	75	4	PF3D7_1302900	74	4	FAIL	FAIL	FALSE
ASV336	261	21	1	N	PF3D7_0503200	1	0	PF3D7_0503200	3	0	PASS	FAIL	FALSE
ASV337	251	20	1	N	PF3D7_0615900	1	4	PF3D7_0615900	2	3	PASS	PASS	FALSE
ASV338	234	18	1	N	PF3D7_1250400	0	2	PF3D7_1320700	102	0	PASS	PASS	FALSE
ASV339	255	17	3	N	PF3D7_0311900	4	0	PF3D7_0311900	3	0	PASS	PASS	FALSE
ASV340	259	16	1	N	PfSERA2_1	7	0	PfSERA2_1	4	0	PASS	PASS	TRUE
ASV341	320	16	1	N	TRAP	43	0	TRAP	39	0	PASS	FAIL	FALSE
ASV342	298	15	2	N	PF3D7_0103600	14	0	PF3D7_1035100	104	12	PASS	PASS	FALSE
ASV343	320	15	1	N	TRAP	6	0	TRAP	3	0	PASS	PASS	TRUE
ASV344	296	15	1	N	PSOP24	23	0	P38	134	7	PASS	PASS	FALSE
ASV345	282	13	4	N	B9	30	0	B9	29	0	PASS	PASS	FALSE
ASV346	234	13	1	N	SERA8	3	0	SERA8	3	0	PASS	FAIL	FALSE
ASV347	286	13	1	N	PF3D7_1035100	3	0	PF3D7_1035100	2	0	PASS	FAIL	FALSE
ASV348	298	13	1	N	PF3D7_0103600	13	0	PF3D7_1035100	103	12	PASS	PASS	FALSE
ASV349	234	12	5	N	WD	105	2	WD	106	2	FAIL	FAIL	FALSE
ASV350	240	12	1	N	PF3D7_0806200	2	0	PF3D7_0806200	1	0	PASS	PASS	FALSE
ASV351	259	12	1	DD2	PF3D7_1114900	1	0	PF3D7_1114900	0	0	PASS	PASS	FALSE
ASV352	235	12	1	N	PF3D7_1469600	2	0	PF3D7_1469600	1	0	PASS	PASS	FALSE
ASV353	234	11	1	N	PF3D7_1250400	105	0	PF3D7_0211700	56	22	FAIL	PASS	FALSE
ASV354	225	11	1	N	PF3D7_0411900_1	55	4	PF3D7_0411900_1	56	4	FAIL	PASS	FALSE
ASV355	307	11	1	N	PF3D7_0217200	18	0	PF3D7_0217200	7	12	PASS	FAIL	FALSE
ASV356	320	11	1	N	TRAP	48	0	TRAP	46	0	FAIL	PASS	FALSE
ASV357	269	10	1	N	PF3D7_1352900	3	0	PF3D7_1352900	2	0	PASS	FAIL	FALSE
ASV358	279	10	1	N	PF3D7_1354200	0	2	PF3D7_0525100	118	3	PASS	PASS	FALSE
ASV359	251	10	1	N	PF3D7_0615900	-1	6	PF3D7_0615900	-2	3	PASS	PASS	FALSE
ASV360	258	9	1	N	PF3D7_0508900	0	2	PF3D7_0508900	2	2	PASS	PASS	FALSE
ASV361	255	9	1	N	PF3D7_0630600	42	0	PF3D7_0827100	102	4	FAIL	PASS	FALSE
ASV362	234	9	1	3D7	PF3D7_1455300	0	0	PF3D7_1455300	1	0	PASS	PASS	FALSE
ASV363	234	9	1	N	SERA8	100	2	SERA8	103	0	FAIL	PASS	TRUE
ASV364	291	8	1	N	PF3D7_1126100_1	1	0	PF3D7_1126100_1	3	0	PASS	FAIL	FALSE
ASV365	290	8	2	DD2	PF3D7_1322200	2	0	PF3D7_1322200	0	0	PASS	PASS	FALSE
ASV366	263	8	1	N	PF3D7_1302700	1	0	PF3D7_1302700	1	0	PASS	PASS	FALSE
ASV367	183	8	1	N	PF3D7_1018600	79	8	PF3D7_1018600	83	3	FAIL	FAIL	FALSE
ASV368	290	8	2	N	PF3D7_1322200	3	0	PF3D7_1322200	3	0	PASS	FAIL	FALSE
ASV369	259	8	1	N	PfSERA2_1	5	0	PfSERA2_1	2	0	PASS	FAIL	TRUE
ASV370	148	7	1	N	RAMA	61	0	RAMA	61	0	FAIL	FAIL	FALSE
ASV371	234	7	1	3D7	PF3D7_1250400	0	0	PF3D7_1320700	101	2	PASS	FAIL	FALSE
ASV372	269	7	1	N	PF3D7_1352900	3	0	PF3D7_1352900	1	0	PASS	FAIL	FALSE
ASV373	234	7	1	3D7	PF3D7_1320700	0	0	PF3D7_1320700	2	0	PASS	FAIL	FALSE
ASV374	303	6	1	N	PF3D7_0802000	2	0	PF3D7_0802000	2	0	PASS	FAIL	FALSE
ASV375	239	6	1	3D7	PF3D7_1250100	0	0	PF3D7_1250100	1	0	PASS	FAIL	FALSE
ASV376	251	6	1	N	PF3D7_0615900	-1	8	PF3D7_0615900	0	5	PASS	PASS	FALSE
ASV377	286	6	1	N	PF3D7_1035100	35	0	PF3D7_1035100	32	0	FAIL	FAIL	FALSE
ASV378	303	6	1	N	P38	4	0	P38	2	0	PASS	PASS	FALSE
ASV379	298	6	1	N	PF3D7_0103600	15	2	PF3D7_1035100	103	12	PASS	PASS	FALSE
ASV380	263	6	1	N	PF3D7_1302700	1	0	PF3D7_1302700	1	0	PASS	FAIL	FALSE
ASV381	282	5	1	N	B9	36	4	B9	36	4	PASS	PASS	FALSE
ASV382	209	5	1	N	PF3D7_0807800	89	2	PF3D7_0401900	96	1	FAIL	FAIL	FALSE
ASV383	234	5	1	N	SERA8	4	0	SERA8	4	0	PASS	FAIL	FALSE
ASV384	239	5	1	DD2	PF3D7_1250100	1	0	PF3D7_1250100	0	0	PASS	PASS	FALSE
ASV385	296	5	5	N	PSOP24	30	0	P38	125	7	PASS	FAIL	TRUE
ASV386	291	5	1	N	PF3D7_1126100_1	-1	2	PF3D7_1126100_1	1	2	PASS	PASS	FALSE
ASV387	254	5	1	N	PF3D7_0311900	114	1	PF3D7_0311900	114	1	FAIL	FAIL	FALSE
ASV388	259	5	1	N	PfSERA2_1	68	0	PfSERA2_1	68	0	FAIL	PASS	FALSE
ASV389	288	5	1	N	CSP	7	0	CSP	3	0	PASS	PASS	FALSE
ASV390	234	5	1	N	PF3D7_1320700	3	0	PF3D7_1320700	3	0	PASS	FAIL	FALSE
ASV391	282	4	1	N	B9	38	0	B9	37	0	PASS	FAIL	FALSE
ASV392	259	4	1	N	PfSERA2_1	6	0	PfSERA2_1	3	0	PASS	PASS	FALSE
ASV393	234	4	1	N	PF3D7_1250400	1	2	PF3D7_1320700	99	4	PASS	PASS	FALSE
ASV394	147	4	1	N	RAMA	73	1	RAMA	72	1	FAIL	FAIL	FALSE
ASV395	239	4	1	N	PF3D7_1250100	40	0	PF3D7_1250100	41	0	PASS	FAIL	FALSE
ASV396	255	4	1	N	PF3D7_0311900	4	2	PF3D7_0311900	3	2	PASS	PASS	FALSE
ASV397	255	3	1	N	PF3D7_0311900	6	0	PF3D7_0311900	5	0	PASS	PASS	FALSE
ASV398	259	3	1	N	PfSERA2_1	68	0	PfSERA2_1	68	0	FAIL	PASS	FALSE
ASV399	282	3	1	N	B9	9	0	B9	8	0	PASS	PASS	FALSE
ASV400	161	3	1	N	PF3D7_0212800	75	0	PF3D7_0212800	74	0	FAIL	FAIL	FALSE
ASV401	206	3	1	N	PF3D7_1252100	91	2	PF3D7_1252100	92	2	FAIL	FAIL	FALSE
ASV402	296	3	1	N	PSOP24	30	0	PF3D7_0217200	122	3	PASS	FAIL	FALSE
ASV403	290	3	1	N	PF3D7_1322200	3	0	PF3D7_1322200	1	0	PASS	PASS	FALSE
ASV404	320	3	1	N	TRAP	26	0	TRAP	23	0	PASS	PASS	TRUE
ASV405	235	3	1	N	PF3D7_0501800	27	0	PfDHPS_1	100	9	PASS	FAIL	FALSE
ASV406	276	2	1	N	PF3D7_1472300	91	6	PF3D7_1472300	91	6	FAIL	FAIL	FALSE
ASV407	296	2	1	N	PSOP24	24	0	PF3D7_0217200	123	3	PASS	PASS	TRUE
ASV408	234	2	1	N	PF3D7_1455300	38	2	PF3D7_1455300	39	2	FAIL	FAIL	FALSE
ASV409	209	2	1	N	PF3D7_0807800	88	4	PF3D7_0401900	103	1	FAIL	FAIL	FALSE
ASV410	320	2	1	N	TRAP	9	0	TRAP	6	0	PASS	FAIL	TRUE
ASV411	307	2	1	N	PF3D7_0217200	18	0	PF3D7_0217200	7	12	PASS	PASS	TRUE
ASV412	286	2	1	N	PF3D7_0211700	1	0	PF3D7_0211700	-27	30	PASS	PASS	TRUE
ASV413	320	2	1	N	TRAP	12	0	TRAP	9	0	PASS	FAIL	TRUE
ASV414	259	2	1	N	PfSERA2_1	34	2	PfSERA2_1	35	2	PASS	FAIL	FALSE
ASV415	251	2	1	N	PF3D7_0827100	81	4	PF3D7_0827100	81	4	FAIL	PASS	FALSE
ASV416	259	2	1	N	PfSERA2_1	6	0	PfSERA2_1	3	0	PASS	PASS	FALSE
ASV417	235	1	1	N	PF3D7_0501800	25	0	PF3D7_1455300	104	1	PASS	PASS	TRUE
ASV418	282	1	1	N	B9	13	0	B9	12	0	PASS	FAIL	TRUE
ASV419	276	1	1	N	PF3D7_1472300	31	0	PF3D7_1472300	31	0	PASS	PASS	FALSE
ASV420	261	1	1	N	PF10_0119	20	0	PF3D7_0503200	105	0	PASS	PASS	TRUE
ASV421	240	1	1	N	PF3D7_0806200	18	0	PF3D7_0806200	16	0	FAIL	PASS	TRUE
ASV422	251	1	1	N	PF3D7_0827100	12	0	PF3D7_0827100	14	0	PASS	PASS	TRUE
ASV423	296	1	1	N	PSOP24	24	0	P38	120	7	PASS	FAIL	TRUE
ASV424	234	1	1	N	PF3D7_1455300	27	0	PF3D7_1455300	26	0	PASS	FAIL	TRUE
ASV425	276	1	1	N	PF3D7_1472300	23	0	PF3D7_1472300	23	0	PASS	FAIL	TRUE
ASV426	296	1	1	N	PSOP24	29	0	PF3D7_1465800	120	8	PASS	PASS	TRUE
ASV427	307	1	1	N	PF3D7_0217200	6	0	PF3D7_0217200	-5	12	PASS	PASS	TRUE
ASV428	286	1	1	N	PF3D7_1035100	25	0	PF3D7_1035100	23	0	PASS	PASS	TRUE
ASV429	286	1	1	N	PF3D7_0211700	5	0	PF3D7_0211700	-24	30	PASS	PASS	TRUE
ASV430	267	1	1	N	PF3D7_1145400	16	0	PF3D7_1352900	96	8	PASS	PASS	TRUE
ASV431	320	1	1	N	TRAP	30	0	TRAP	27	0	PASS	FAIL	TRUE
